Title,Date,URL,Description
Introducing the new EPUB reader for e-books at the Library of Congress,2023-02-02,https://blogs.loc.gov/thesignal/2023/02/new-epub-reader/,"Today&#8217;s guest post is from Kristy Darby, a Digital Collections Specialist at the Library of Congress. The&#xA0;Open Access Books Collection on loc.gov includes approximately 6,000 contemporary open access e-books covering a wide range of subjects, including history, music, poetry, technology, and works of fiction. All books in this collection were published under open access licenses, &hellip;"
What's new online at the Library of Congress – May 2023,2023-05-25,https://blogs.loc.gov/thesignal/2023/05/new-loc-may-2023/,Interested in learning more about what&#8217;s new in the Library of Congress&#8217; digital collections? The Signal shares bi-monthly updates of new additions to publicly available digital collections and we love showing off all the hard work of our colleagues from across the Library. Read on for a sample of what&#8217;s been added recently and some &hellip;
Checking in with the Copyright Claims Board Nearly Eighteen Months After Opening Day,2023-11-06,https://blogs.loc.gov/copyright/2023/11/checking-in-with-the-copyright-claims-board-nearly-eighteen-months-after-opening-day/,"As we approach the eighteen-month mark for the Copyright Claims Board (CCB), we revisit a conversation with the CCB's three Copyright Claims Officers, David Carson, Monica McCabe, and Brad Newberg, from the one-year anniversary and share updated statistics about the Board's work between June 2022 and October 2023."
A Tale of Black Resistance through Collage Artwork,2023-02-27,https://blogs.loc.gov/copyright/2023/02/a-tale-of-black-resistance-through-collage-artwork/,"This year&#8217;s theme of Black Resistance is a reminder that&#xA0;while Black history holds captivating stories of innovation, triumph, pride, and joy, we must also acknowledge the many ways that African Americans have had to resist historic and ongoing oppression.    As part of this year&#8217;s celebration, Office staff sat down with Dakarai Akil, a dynamic, Los Angeles-based collage artist, for a conversation about collage art, creative process, identity, and Black resistance. Akil has engaged with the copyright system, and over the span of his career, he self-published three art books and had his work published in The New York Times, Wired Magazine, and Readers Digest. Akil&#8217;s website describes his creations as &#8220;small windows into the worlds of Black surrealism &amp; afrofuturism,&#8221; and he describes his own work as challenging expectations."
The Lifecycle of Copyright: 1927 Works In the Public Domain,2023-05-31,https://blogs.loc.gov/copyright/2023/05/1927-works-in-the-public-domain/,"Earlier this year, on January 1, new group of creative works entered the public domain in the United States. Learn more about some of the works published in 1927 that anyone can now use without the copyright owner&#8217;s permission."
Getting the Band Back Together: Recap of FADGI Audiovisual Working Group Meeting,2023-05-18,https://blogs.loc.gov/thesignal/2023/05/getting-the-band-back-together-recap-of-fadgi-audiovisual-working-group-meeting/,"Today&#8217;s guest post is from Kate Murray, Digital Projects Coordinator in Digital Collections Management and Services and Charles Hosale at American Folklife Center, both from the Library of Congress. I have said more than once that &#8216;FADGI&#8217;, pronounced &#8216;fah-gee&#8217; and short for the Federal Agencies Digital &#xA0;Guidelines Initiative, is a terrible acronym (Charles quips &#8220;Hey, &hellip;"
The Democratization of Knowledge: An Interview with Amaobi Otiji,2023-06-15,https://blogs.loc.gov/thesignal/2023/06/amaobi-otiji-interview/,"Today&#8217;s blog post is an interview between Andrew Cassidy-Amstutz and Amaobi Otiji, both of the Digital Content Management Section (DCM) here at the Library of Congress. You can read other interviews with DCM staff here. Andrew: Could you tell us a bit about what you do as a Digital Collections Technician in DCM? What do &hellip;"
Learning Something New Every Day: An Interview with Carly Boerrigter,2023-08-01,https://blogs.loc.gov/thesignal/2023/08/learning-something-new-every-day-an-interview-with-carly-boerrigter/,"I&#8217;m excited to share this interview with Carly Boerrigter, one of my colleagues in the Digital Services Directorate here at the Library of Congress. My hope with these interviews is to share out more about the background, experience, and interests of the people that support digital services of the Library of Congress. Along with that, &hellip;"
"Embracing FFV1 in Matroska Container as a ""Preferred Format"" in the RFS",2023-12-05,https://blogs.loc.gov/thesignal/2023/12/embracing-ffv1-matroska-container-preferred/,"The digital preservation landscape is ever-evolving, and the Library of Congress has recently made a significant update to its Recommended Formats Statement (RFS), to upgrade FFV1 (version 3) in Matroska (.mkv) container from an ""Acceptable Format"" to one of five ""Preferred Formats"" for the preservation and long-term access of video materials, reflecting its ongoing commitment to staying at the forefront of audiovisual preservation."
"The Impact of Jikji: A Conversation with UNESCO Documentary Heritage Unit Chief, Dr. Fackson Banda",2023-11-20,https://blogs.loc.gov/preservation/2023/11/jikji-unesco-conversation/,"Following the Jikji Colloquium which took place at the Library of Congress in early 2023, Conservation staff member Chloe Genter sits down with Dr. Banda, the UNESCO Chief of Documentary Heritage, to discuss UNESCO&#8217;s role in raising awareness of the impact of the Buljo jikji simche yojeol."
"Translating ""Home,"" ""Index,"" and ""Welcome to Our Website"" in 50 Different Languages: An Interview with Rick Fitzgerald",2023-04-26,https://blogs.loc.gov/thesignal/2023/04/translating-home-index-and-welcome-to-our-website-in-50-different-languages-an-interview-with-rick-fitzgerald/,"Today&#8217;s guest post is from Abbie Grotke, Assistant Head of the Digital Content Management section at the Library of Congress. Rick Fitzgerald contributed to the Library&#8217;s web archiving program for over fifteen years as a cataloger and metadata expert. He recently moved on to a new position in Collections Management Division, as a Cataloging Specialist/Problem &hellip;"
Volunteer Vignette: Student and Teacher team up to transcribe Federal Theatre Project playbills,2023-04-06,https://blogs.loc.gov/thesignal/2023/04/volunteer-vignette-ftp-playbills/,"In today&#8217;s post, By the People community manager Abby Shelton interviews two By the People volunteers, Tina and Alexandra,&#xA0;who paired up to transcribe Federal Theatre Project playbills! Tina was a student at the Emma Willard School in 2022 and already a By the People volunteer when she recruited her math teacher, Alexandra, to help transcribe &hellip;"
Library of Congress on the Web: from early innovation to well-documented public API,2023-06-05,https://blogs.loc.gov/thesignal/2023/06/library-of-congress-on-the-web/,"The Library of Congress recently published a series of updates to loc.gov/apis, home to technical documentation for multiple application programming interfaces."
Spring 2023 Program: CRS Bill Summaries,2023-04-06,https://blogs.loc.gov/law/2023/04/spring-2023-program-crs-bill-summaries/,One of our spring 2023 projects is working on the CRS Bill Summaries and this is a description of the project and the volunteers and interns that are making it happen.
Discussing Library of Congress API documentation with Laura Wrubel and Patrick Rourke,2023-06-12,https://blogs.loc.gov/thesignal/2023/06/discussing-library-of-congress-api-documentation-with-laura-wrubel-and-patrick-rourke/,"An interview with two people who have worked extensively with LC APIs: Laura Wrubel, currently a digital library software developer at Stanford Libraries, and Patrick Rourke, software engineer at the Library of Congress who led the recent loc.gov/apis update."
Report of the Secretary of Defense to the President and the Congress,1990,http://www.loc.gov/item/92642743/,"Annual Jan. 1990- Ceased with: 2001. Print format not distributed to depository libraries. 2 issues published in 1990, under different secretaries (Carlucci and Cheney); 1st issue published under previous tittle: Report of Secretary of Defense ... to the Congress on the FY ... budget, FY ... authorization request, and FY ... defense programs. Feb. 1992. SERBIB/SERLOC merged record United States. Department of Defense. Annual report to the President and the Congress 2767-7850 (DLC)  2021234811 (OCoLC)272529265"
Remembering Nicolas Boring,2023-02-23,https://blogs.loc.gov/law/2023/02/remembering-nicolas-boring/,"The Law Library has suffered an immeasurable loss with the passing of Nicolas Boring, our foreign law specialist for French-speaking jurisdictions. His colleagues, former and current, will remember and miss interesting conversations with him, his kindness, his knowledge, and his warm and positive nature. He went out of his way to assist patrons, support colleagues, and mentor the many interns who worked with him over the years."
High school bulletin.,1907,http://www.loc.gov/item/e09001006/,Unknown Serial. Also available in digital form. PREMARC/SERLOC merged record
S.262 - 118th Congress (2023-2024): Stop Spying Bosses Act,2023-02-02,https://www.congress.gov/bill/118th-congress/senate-bill/262,Summary of S.262 - 118th Congress (2023-2024): Stop Spying Bosses Act
"Cinema progress, the film and life.",1936,http://www.loc.gov/item/44037331/,Unknown PREMARC/SERLOC merged record Also available in digital form.
"Directory of community activities,",1921,http://www.loc.gov/item/21009394/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Report of the president ... to the Board of regents.,1800,http://www.loc.gov/item/07011083/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Seminary notes published by the Seminary of historical and political science.,1891,http://www.loc.gov/item/ca25000872/,Unknown PREMARC/SERLOC merged record Also available in digital form.
H.R.2980 - 118th Congress (2023-2024): DOE and NSF Interagency Research Act,2023-12-05,https://www.congress.gov/bill/118th-congress/house-bill/2980,Summary of H.R.2980 - 118th Congress (2023-2024): DOE and NSF Interagency Research Act
H.R.1715 - 118th Congress (2023-2024): Advanced Weather Model Computing Development Act,2023-05-10,https://www.congress.gov/bill/118th-congress/house-bill/1715,Summary of H.R.1715 - 118th Congress (2023-2024): Advanced Weather Model Computing Development Act
"Selected issues in biotechnology regulation : Australia, Belgium, Brazil, Canada, China, England, European Union, Germany, India, Japan, Mexico, New Zealand, Singapore, South Africa, South Korea, Taiwan",2023,http://www.loc.gov/item/2023555931/,"""LL File No. 2023-022570."" ""November 2023."" Includes bibliographical references. Description based on online resource; title from PDF cover (Law Library of Congress, viewed Jan. 11, 2024)."
Radio review.,1935,http://www.loc.gov/item/38007750/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Report ... Child study report,1899,http://www.loc.gov/item/11000385/,Unknown PREMARC/SERLOC merged record Also available in digital form.
The Codex ...,1890,http://www.loc.gov/item/ca06002681/,1890- Vols. for <1924- > isuued by Associated Students of Beloit College. PREMARC/SERLOC merged record Also available in digital form.
The world almanac and book of facts,1923,http://www.loc.gov/item/04003781/,"Annual Began with: 1923. Some years have title: The World almanac & book of facts. Volume for 1997 accompanied by the CD-ROM: Multimedia world factbook, which is also issued separately. 1923. 2023. SERBIB/SERLOC merged record LC RBSCD set 2 has issues for 1868 and 1869 Wilson set has 5 issues for 1909-1911 and 1921-22. LAC rwp 2021-03-25 no edits (1 card) LAC nsk 2022-01-28 no edits (1 card)"
Year book,18??,http://www.loc.gov/item/unk83031431/,Serial. Also available in digital form.
Report.,1910,http://www.loc.gov/item/13019554/,Annual Also available in digital form.
Official proceedings.,1907,http://www.loc.gov/item/15004162/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Contributions of the Lowell historical society ...,1907,http://www.loc.gov/item/08002376/,Unknown PREMARC/SERLOC merged record Also available in digital form.
"The register of the Lynn historical society, Lynn, Massachusetts.",1898,http://www.loc.gov/item/06007471/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Publications,1906,http://www.loc.gov/item/07012705/,"Irregular, <1970-1979> 1 (June 19, 1905-Apr. 24, 1906)- Issues for <1998-> also have distinctive titles. Vols. <42 (1970-72)-44 (1976-79> cover multiple years. Vols. 1 (1905)-44 (1979). 1 v. Volumes for 1906- include the Proceedings of the Society. SERBIB/SERLOC merged record Also available in digital form."
The American motion picture directory; a cyclopedic directory of the motion picture industry.,1915,http://www.loc.gov/item/15011886/,Unknown 1914/15- Holdings in 3x5 file. Also available in digital form.
The Cap and gown.,1895,http://www.loc.gov/item/ca07000098/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Experimental cinema;,1930,http://www.loc.gov/item/unk82015234/,Monthly PREMARC/SERLOC merged record Also available in digital form.
The Lebanonian.,1897,http://www.loc.gov/item/ca15000303/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Hollywood vagabond; the quality filmpaper.,1927,http://www.loc.gov/item/33031564/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Hyde Park historical record.,18??,http://www.loc.gov/item/06043114/,Also available in digital form.
Papers of the New Haven colony historical society.,18??,http://www.loc.gov/item/07006743/,Also available in digital form.
"The register of the Malden historical society, Malden, Massachusetts.",1910,http://www.loc.gov/item/12001313/,Unknown Serial. PREMARC/SERLOC merged record Also available in digital form.
Proceedings of the Brookline historical society at the annual meeting ...,1902,http://www.loc.gov/item/10020864/,Unknown Serial. PREMARC/SERLOC merged record Also available in digital form.
Annual report ...,1905,http://www.loc.gov/item/08036842/,Annual PREMARC/SERLOC merged record Also available in digital form.
Report of the State board of agriculture on the work of extermination of the gypsy moth.,1893,http://www.loc.gov/item/04010181/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Reports presented at the annual meetings ... also a list of officers and members ...,1902,http://www.loc.gov/item/09000897/,Annual PREMARC/SERLOC merged record Also available in digital form.
Radio dial.,1931,http://www.loc.gov/item/37009151/,Serial. Also available in digital form.
A handbook of New England;,1916,http://www.loc.gov/item/16015736/,Annual PREMARC/SERLOC merged record Also available in digital form.
"Historic leaves, pub. by the Somerville historical society,",1902,http://www.loc.gov/item/18008394/,Unknown PREMARC/SERLOC merged record Also available in digital form.
The Phonoscope;,1896,http://www.loc.gov/item/ca08003566/,Monthly PREMARC/SERLOC merged record Also available in digital form.
Official handbook of the Athletic league of the Young men's Christian association of North America.,1907,http://www.loc.gov/item/07040056/,Unknown Also available in digital form. PREMARC/SERLOC merged record
Pamphlet.,1943,http://www.loc.gov/item/44040888/,Series entry PREMARC/SERLOC merged record
The Boston directory,1789,http://www.loc.gov/item/99004369/,"Publishers: 1789, J. Norman. -- 1796-1803, J. West. -- 18₍09₎-18, E. Cotton. -- 1820-26, J.H.A. Frost and C. Stimpson, jr. -- 1827, Hunt and Stimpson and J.H.A. Frost. -- 1828, Hunt and Stimpson. -- 1829-30, 1833-40, C. Stimpson, jr. -- 1831-32, Stimpson & Clapp. -- 1841-46, C. Stimpson. -- 1846/47, 1849/50-1857, G. Adams. -- 1847/48-1848/49, J. French, C. Stimpson. -- 1858-65, Adams, Sampson & company. -- 1866-84, Sampson, Davenport & company. -- 1885-1903, Sampson, Murdock & company. -- 1904- Sampson & Murdock company. Directories for 1789 and 1796 reprinted in the Report of the Record commissioners of the city of Boston ... Boston, 1886 [v.10] p. 171-212, [213]-302. 1789 also reprinted in Boston directory for 1852, Appendix, p.61-76. Directories were published in 1789, 1796, 1798, 1800, 1803, 1805, 1806, 1807, 1809, 1810, 1813, 1816, 1818, 1820, and thereafter annually except in 1824. cf. Report of the Record commissioners of the city of Boston ... [v.10] p. [163]-169. The directory for 1852 lists one for 1815 and one for 1918 but it has never been proved that they were published. Volumes for 1789-1850/51 not numbered; volume for 1851 numbered incorrectly 40; volumes for 1852- numbered 48- Also available in digital form. LAC ael 2019-05-29 update (4 cards)"
The Sketch book of nature and outdoor life.,1909,http://www.loc.gov/item/11010800/,Monthly PREMARC/SERLOC merged record Also available in digital form.
Umberhine & Gustin's Lake shore gazetteer and business directory ...,1861,http://www.loc.gov/item/22016690/,Serial. Also available in digital form.
Report.,1938,http://www.loc.gov/item/38026942/,Series entry PREMARC/SERLOC merged record Also available in digital form.
Town talk,1890,http://www.loc.gov/item/ca28000189/,Unknown Serial. PREMARC/SERLOC merged record Also available in digital form.
The Maine central. A journal of travel.,1800,http://www.loc.gov/item/ca05000925/,Unknown PREMARC/SERLOC merged record Also available in digital form.
The Furniture trade review and interior decorator.,1800,http://www.loc.gov/item/ca08003069/,Monthly Also available in digital form. PREMARC/SERLOC merged record
This week in Boston.,1905,http://www.loc.gov/item/06018421/,Unknown Serial. PREMARC/SERLOC merged record Also available in digital form.
Proceedings of the Department of special education ... 1903-,1903,http://www.loc.gov/item/08014120/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Report of the state supervisor of physical education.,1919,http://www.loc.gov/item/tmp96026363/,Also available in digital form.
Plans for vocational education in Minnesota ... under the provisions of the Federal law known as the Smith-Hughes act.,1917,http://www.loc.gov/item/e23000162/,Unknown PREMARC/SERLOC merged record Also available in digital form.
World IP Day: How the Copyright System Builds Our Common Future,2024-04-26,https://blogs.loc.gov/copyright/2024/04/world-ip-day-how-the-copyright-system-builds-our-common-future/,"The following is a guest blog post by Miriam Lord, Associate Register of Copyrights and Director of Public Information and Education.  Each year on April 26, the U.S. Copyright Office joins intellectual property organizations around the world in celebrating World Intellectual Property Day. This year’s theme, set by the World Intellectual Property Organization (WIPO), is &hellip;"
The Rhode Island educational magazine.,1852,http://www.loc.gov/item/ca14000436/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Looking Forward: The U.S. Copyright Office's AI Initiative in 2024,2024-03-26,https://blogs.loc.gov/copyright/2024/03/looking-forward-the-u-s-copyright-offices-ai-initiative-in-2024/,This blog post previews the next steps of the U.S. Copyright Office’s comprehensive initiative to examine the copyright implications of the current forms of generative AI and shares highlights from a recent copyright and AI initiative update letter to Congress from Register of Copyrights Shira Perlmutter.
The Champion magazine.,1916-01-01,http://www.loc.gov/item/73644403/,"v. 1- Sept. 1916- ""A monthly survey of negro achievement."" Also available in digital form. SERBIB/SERLOC merged record"
The Most Viewed Legal Research Reports and Global Legal Monitor Articles of 2023,2024-01-11,https://blogs.loc.gov/law/2024/01/the-most-viewed-legal-research-reports-and-global-legal-monitor-articles-of-2023/,Today's blog post is a reflection on the most-viewed Global Legal Monitor and Legal Research Reports from 2023.
A New Resource to Explore Library of Congress Transcription Datasets,2024-04-11,https://blogs.loc.gov/thesignal/2024/04/explore-transcription-datasets/,"Today&#8217;s guest post is from Madeline Goebel, a Digital Collections Specialist at the Library of Congress. As a reader of the Signal, you may already be familiar with By the People, the Library of Congress&#8217;s crowdsourcing program that allows volunteers to transcribe, review, and tag digitized pages from the Library’s collections. Further, you may already know &hellip;"
The Economics of Creativity: A Q&A with the Copyright Office's Chief Economist,2024-04-23,https://blogs.loc.gov/copyright/2024/04/the-economics-of-creativity-a-qa-with-the-copyright-offices-chief-economist/,"In 2022, the U.S. Copyright Office welcomed Dr. Brent Lutes to serve as the Office’s first chief economist. Office staff recently sat down with Dr. Lutes and discussed the intersection of economics and copyright as well as some forthcoming economic research the Office of the Chief Economist (OCE) is producing. What is the mission of &hellip;"
New Learning Engine Video Highlights the History of Copyright,2024-02-23,https://blogs.loc.gov/copyright/2024/02/new-learning-engine-video-highlights-the-history-of-copyright/,"This blog post introduces the U.S. Copyright Office’s newest Learning Engine video, “History of Copyright,” which chronicles the history of copyright and the Copyright Office. The Office has released the video, and this blog post, timed with the 234th anniversary of the Congressional bill that eventually became the first federal copyright law."
The Enduring Legal and Creative Legacy of Justice Sandra Day O'Connor,2024-04-03,https://blogs.loc.gov/copyright/2024/04/the-enduring-legal-and-creative-legacy-of-justice-sandra-day-oconnor/,"During her nearly twenty-five years with the Supreme Court, Justice Sandra Day O’Connor was involved in many copyright law cases and wrote the majority opinion for one of the most important decisions, Feist Publications, Inc. v. Rural Telephone Service Co., Inc. She was also a copyright owner, writing and registering memoirs and children’s books with the Copyright Office. Learn more about her legal and creative legacy in this blog post."
Meet Sarah Beth Morgan: An Animation Artist Drawn to Purpose,2024-03-28,https://blogs.loc.gov/copyright/2024/03/meet-sarah-beth-morgan-an-animation-artist-drawn-to-purpose/,"The Copyright Office celebrates Women’s History Month and this year’s theme, “Women who advocate for equity, diversity, and inclusion.” As part of this year’s celebration, Copyright Office staff sat down with Sarah Beth Morgan, an animation director, illustrator, and muralist who has practiced art across the country. Morgan attended Savannah College of Art and Design &hellip;"
Celebrating African Americans and the Arts: The Color Purple,2024-02-21,https://blogs.loc.gov/copyright/2024/02/celebrating-african-americans-and-the-arts-the-color-purple/,"This year’s Black History Month theme of Celebrating African Americans and the Arts recognizes the impact of Black artists and their creations as well as the significant role of copyright in creative industries. As part of this year’s celebration, we reflect on the legacy of Alice Walker and her book The Color Purple."
Stayin' Alive: How Community and Maintenance Support Digital Preservation,2024-03-12,https://blogs.loc.gov/thesignal/2024/03/stayin-alive/,"Today&#8217;s guest post is from Genevieve Havemeyer-King, a Senior Digital Collections Specialist in the Digital Collections Management and Services Division. “Development is maintenance.” Brian Marick, “Agile Manifesto” co-author This year marks the fifth anniversary of the Digital Collections Management Compendium’s public debut on loc.gov. The Digital Collections Management and Services Division officially launched the Compendium &hellip;"
Now Accepting Concepts for the 2024-2025 Innovator in Residence Program,2024-01-19,https://blogs.loc.gov/thesignal/2024/01/now-accepting-concepts-for-the-2024-2025-innovator-in-residence-program/,"The Library of Congress is seeking our next Innovator in Residence to start in September 2024! We will fund an individual up to $90,000 per year for a maximum of two years to do research with Library of Congress collections, produce a creative and transformative digital work for the American people, and serve as an &hellip;"
"Experience ""Hidden Portals"" this May",2024-05-07,https://blogs.loc.gov/thesignal/2024/05/experience-hidden-portals-this-may/,"In honor of Asian / Pacific American Heritage Month, Library of Congress 2023-2024 Innovator in Residence Jeffrey Yoo Warren invites the public to experience hidden portals to five historic Asian American communities created with Library of Congress collections for the month of May. Portals are accessible by mobile device at original sites around the country &hellip;"
An Outpouring of Love for Douglass Day 2024,2024-03-07,https://blogs.loc.gov/thesignal/2024/03/douglass-day-2024/,"Today&#8217;s guest post is from Lauren Algee, a Senior Digital Collections Specialist in the Digital Content Management Section and a By the People community manager.** Douglass Day 2024 marked the busiest day in the history of By the People, the Library of Congress’s crowdsourced transcription program. The transcribe-a-thon for the Frederick Douglass Papers was groundbreaking &hellip;"
Illustrative Innovation: Celebrating the AAPI Experience Through Graphic Novels,2024-05-29,https://blogs.loc.gov/copyright/2024/05/illustrative-innovation-celebrating-the-aapi-experience-through-graphic-novels/,"&nbsp; Since 1992, Americans have commemorated May as Asian American and Pacific Islander (AAPI) Heritage Month. This month, we explore the creativity and innovation of Asian Americans and Pacific Islander graphic novelists. Through illustrations and written expression, graphic novels discuss difficult topics and share deep insights on cultural identity in a compelling and approachable way &hellip;"
"Relational Reconstruction of Hanford, CA's China Alley with artist Evelyn Hang Yin",2024-03-08,https://blogs.loc.gov/thesignal/2024/03/relational-reconstruction-of-hanford-cas-china-alley-with-artist-evelyn-hang-yin/,"The following is a guest post by Library of Congress Innovator in Residence Jeffrey Yoo Warren in conversation with interdisciplinary artist and filmmaker Evelyn Hang Yin. &#8220;Relational reconstructions&#8221; are a creative, experiential research method developed by Yoo Warren for minoritized groups to reclaim archives and access erased moments, histories, and spaces personally meaningful to them, &hellip;"
Lifecycle of Copyright: 1928 Works in the Public Domain,2024-01-08,https://blogs.loc.gov/copyright/2024/01/lifecycle-of-copyright-1928-works-in-the-public-domain/,"Every year on January 1, a new class of creative works enters the public domain in the United States. This year, a variety of works published in 1928, ranging from motion pictures to music to books, joined others in the public domain. The public domain has important historical and cultural benefits in the lifecycle of copyright. Here we highlight a selection of works entering the public domain in 2024."
What's New Online at the Library of Congress: February 2024,2024-02-16,https://blogs.loc.gov/thesignal/2024/02/new-loc-february-2024/,Interested in learning more about what’s new in the Library of Congress’ digital collections? The Signal shares updates on new additions to our digital collections and we love showing off all the hard work of our colleagues from across the Library. Read on for a sample of what’s been added recently and some of our favorite &hellip;
A Picture is Worth a Thousand Data Points: Visualizing File Format Data,2024-02-27,https://blogs.loc.gov/thesignal/2024/02/a-picture-is-worth-a-thousand-data-points/,"Technologist Ashley Blewer is using the format description document XML files to gather data across all FDDs. She has pulled this data into data visualization tools which allow us to see what categories our FDDs fall into and how many FDDs are being updated (by category, each year). These visualizations help the formats team to identify issues and streamline internal review and update processes."
What's New Online at the Library of Congress: April 2024,2024-04-18,https://blogs.loc.gov/thesignal/2024/04/new-loc-april-2024/,Interested in learning more about what’s new in the Library of Congress’ digital collections? The Signal shares updates on new additions to our digital collections and we love showing off all the hard work of our colleagues from across the Library. Read on for a sample of what’s been added recently and some of our favorite highlights. Click here for &hellip;
FADGI Report on Software Accessibility for Open-Source Digital Preservation Applications,2024-01-16,https://blogs.loc.gov/thesignal/2024/01/fadgi-report-software-accessibility-for-open-source-applications/,"The Federal Agencies Digital Guidelines Initiative (FADGI) AudioVisual Working Group partnered with a consultant and accessibility firm on a project to enhance accessibility in open-source desktop applications for the digital preservation community. This blog post provides information on the applications tested, the issues found, and the technical guidelines and community recommendations to come out of this research."
Intern Spotlight: Without Borders: Warren M. Tsuneishi's World of Knowledge,2024-01-24,https://blogs.loc.gov/international-collections/2024/01/intern-spotlight-without-borders-warren-m-tsuneishis-world-of-knowledge/,"(The following is a cross-post by Chelsea Liu, a processing intern in the Manuscript Division. It originally appeared on the blog Unfolding History.) From World War II veteran to chief of the Asian Division at the Library of Congress, Warren Michio Tsuneishi led the storied life of an American hero. Born to Japanese immigrants in &hellip;"
Intern Spotlight: Without Borders: Warren M. Tsuneishi's World of Knowledge,2024-01-11,https://blogs.loc.gov/manuscripts/2024/01/intern-spotlight-without-borders-warren-m-tsuneishis-world-of-knowledge/,Discover how former Library of Congress Asian Division chief Warren M. Tsuneishi built bonds across nationalities and languages through a shared love for books and knowledge.
Report of the Secretary of Defense to the President and the Congress,1990,http://www.loc.gov/item/92642743/,"Annual Jan. 1990- Ceased with: 2001. Print format not distributed to depository libraries. 2 issues published in 1990, under different secretaries (Carlucci and Cheney); 1st issue published under previous tittle: Report of Secretary of Defense ... to the Congress on the FY ... budget, FY ... authorization request, and FY ... defense programs. Feb. 1992. SERBIB/SERLOC merged record United States. Department of Defense. Annual report to the President and the Congress 2767-7850 (DLC)  2021234811 (OCoLC)272529265"
High school bulletin.,1907,http://www.loc.gov/item/e09001006/,Unknown Serial. Also available in digital form. PREMARC/SERLOC merged record
"Cinema progress, the film and life.",1936,http://www.loc.gov/item/44037331/,Unknown PREMARC/SERLOC merged record Also available in digital form.
"Directory of community activities,",1921,http://www.loc.gov/item/21009394/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Report of the president ... to the Board of regents.,1800,http://www.loc.gov/item/07011083/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Seminary notes published by the Seminary of historical and political science.,1891,http://www.loc.gov/item/ca25000872/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Radio review.,1935,http://www.loc.gov/item/38007750/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Report ... Child study report,1899,http://www.loc.gov/item/11000385/,Unknown PREMARC/SERLOC merged record Also available in digital form.
"Regulation of robocalls and robotexts : Australia, Brazil, Canada, European Union, France, India, Ireland, Israel, Japan, Mexico, Romania, Russian Federation, Singapore, South Africa, Sweden,  United Kingdom, United States",2024,http://www.loc.gov/item/2024555204/,"""LL File No. 2024-023105."" ""April 2024."" Includes bibliographical references. Description based on online resource, PDF version; title from cover (LOC, viewed Apr. 5, 2024)."
The Codex ...,1890,http://www.loc.gov/item/ca06002681/,1890- Vols. for <1924- > isuued by Associated Students of Beloit College. PREMARC/SERLOC merged record Also available in digital form.
The world almanac and book of facts,1923,http://www.loc.gov/item/04003781/,"Annual Began with: 1923. Some years have title: The World almanac & book of facts. Volume for 1997 accompanied by the CD-ROM: Multimedia world factbook, which is also issued separately. 1923. 2023. SERBIB/SERLOC merged record LC RBSCD set 2 has issues for 1868 and 1869 Wilson set has 5 issues for 1909-1911 and 1921-22. LAC rwp 2021-03-25 no edits (1 card) LAC nsk 2022-01-28 no edits (1 card)"
Year book,18??,http://www.loc.gov/item/unk83031431/,Serial. Also available in digital form.
Report.,1910,http://www.loc.gov/item/13019554/,Annual Also available in digital form.
Official proceedings.,1907,http://www.loc.gov/item/15004162/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Contributions of the Lowell historical society ...,1907,http://www.loc.gov/item/08002376/,Unknown PREMARC/SERLOC merged record Also available in digital form.
"The register of the Lynn historical society, Lynn, Massachusetts.",1898,http://www.loc.gov/item/06007471/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Publications,1906,http://www.loc.gov/item/07012705/,"Irregular, <1970-1979> 1 (June 19, 1905-Apr. 24, 1906)- Issues for <1998-> also have distinctive titles. Vols. <42 (1970-72)-44 (1976-79> cover multiple years. Vols. 1 (1905)-44 (1979). 1 v. Volumes for 1906- include the Proceedings of the Society. SERBIB/SERLOC merged record Also available in digital form."
The American motion picture directory; a cyclopedic directory of the motion picture industry.,1915,http://www.loc.gov/item/15011886/,Unknown 1914/15- Holdings in 3x5 file. Also available in digital form.
The Cap and gown.,1895,http://www.loc.gov/item/ca07000098/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Experimental cinema;,1930,http://www.loc.gov/item/unk82015234/,Monthly PREMARC/SERLOC merged record Also available in digital form.
The Lebanonian.,1897,http://www.loc.gov/item/ca15000303/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Hollywood vagabond; the quality filmpaper.,1927,http://www.loc.gov/item/33031564/,Unknown PREMARC/SERLOC merged record Also available in digital form.
Hyde Park historical record.,18??,http://www.loc.gov/item/06043114/,Also available in digital form.
